48;7148
95;7143
111;7030
127;6917
237;6915
252;6902
299;6800
396;6758
411;6751
457;6677
472;6671
533;6652
548;6626
564;6618
594;6572
625;6517
656;6496
702;6489
732;6446
748;6412
764;6407
780;6387
795;6346
841;6342
856;6302
871;6266
901;6233
961;6168
976;6154
1080;6125
1095;6114
1111;6103
1126;6097
1141;6057
1191;6047
1230;6005
1300;5966
1330;5959
1362;5948
1415;5918
1431;5880
1461;5878
1476;5869
1522;5867
1538;5785
1583;5761
1643;5730
1718;5700
1778;5696
1853;5672
1871;5647
1916;5641
1960;5632
1975;5625
1990;5616
2005;5608
2020;5599
2035;5593
2050;5589
2065;5576
2080;5556
2110;5545
2140;5527
2154;5511
2199;5495
2215;5493
2234;5476
2285;5459
2315;5436
2330;5425
2359;5419
2412;5402
2441;5400
2456;5377
2470;5361
2485;5358
2514;5344
2529;5334
2558;5329
2572;5306
2631;5300
2660;5292
2675;5277
2705;5270
2735;5263
2749;5257
2779;5248
2837;5241
2962;5238
3011;5233
3041;5225
3072;5216
3121;5209
3214;5202
3244;5201
3318;5200
3392;5198
3480;5197
3495;5195
3525;5194
3571;5191
3587;5189
3602;5188
3648;5186
3684;5181
3747;5178
3806;5170
3869;5168
3898;5146
3913;5145
3960;5139
3989;5137
4005;5129
4036;5127
4066;5118
4144;5117
4159;5092
4266;5091
4281;5086
4296;5085
4326;5082
4356;5065
4401;5056
4416;5055
4446;5053
4520;5052
4549;5051
4619;5047
4679;5046
4754;5045
4769;5035
4819;5026
4863;5020
4971;5008
5002;5007
5048;5002
5063;5000
5124;4991
5154;4990
5199;4988
5260;4978
5303;4977
5449;4974
5493;4971
5522;4968
5537;4963
5596;4957
5655;4956
5746;4955
5790;4954
5805;4948
6137;4945
6152;4944
6198;4941
6334;4935
6364;4928
6379;4927
6410;4923
6424;4919
6498;4917
6513;4913
6543;4912
6602;4905
6692;4902
6707;4901
6752;4897
6840;4895
6855;4894
6869;4890
6914;4889
6948;4886
7057;4882
7088;4872
7126;4869
7141;4864
7219;4863
7279;4853
7324;4850
7339;4849
7354;4847
7398;4842
7428;4840
7442;4837
7472;4834
7534;4833
7563;4832
7593;4830
7609;4827
7690;4826
7749;4820
7779;4819
7809;4817
7883;4816
7928;4813
7942;4812
7972;4809
8001;4808
8030;4806
8045;4805
8134;4804
8195;4803
8242;4802
8316;4787
8345;4784
8404;4781
8434;4778
8448;4777
8463;4775
8493;4772
8522;4770
8595;4769
8625;4765
8714;4759
8787;4757
8831;4755
8845;4754
8875;4743
8919;4740
8949;4739
8978;4730
9008;4727
9037;4722
9102;4721
9120;4719
9136;4716
9203;4712
9218;4711
9249;4710
9264;4708
9295;4707
9532;4703
9562;4700
9606;4697
9711;4696
9726;4694
9740;4693
9755;4688
9814;4685
10144;4682
10288;4672
10737;4665
10767;4663
10782;4660
10960;4654
10990;4651
11078;4643
11161;4639
11249;4634
11357;4630
11491;4624
11594;4616
11668;4612
11893;4603
11908;4600
11922;4598
11981;4597
11996;4595
12028;4593
12044;4591
12148;4589
12198;4581
12213;4575
12378;4574
12439;4572
12689;4568
12718;4564
12837;4562
12852;4560
13047;4555
13121;4554
13224;4553
13253;4549
13341;4548
13671;4528
13717;4527
13777;4511
13851;4510
13910;4508
13925;4501
14072;4499
14087;4498
14120;4492
14150;4487
14179;4486
14282;4484
14311;4475
14341;4473
14416;4472
14545;4471
14761;4469
14866;4467
14927;4466
15001;4465
15093;4463
15123;4462
15182;4460
15300;4459
15344;4458
15403;4456
15447;4455
15462;4446
15491;4439
15567;4432
15657;4428
15705;4427
15826;4420
15901;4416
15960;4414
16018;4405
16106;4397
16269;4396
16328;4393
16357;4385
16431;4383
16461;4381
16535;4376
16726;4375
16756;4374
16786;4371
16801;4370
17130;4368
17174;4366
17203;4360
17262;4359
17277;4354
17335;4349
17350;4338
17493;4337
17553;4335
17596;4334
17642;4329
17710;4326
17739;4324
17787;4321
17805;4319
17881;4312
17933;4310
17949;4305
18053;4304
18130;4303
18145;4300
18499;4292
18543;4291
18601;4285
18691;4284
18767;4283
18965;4282
19174;4271
19284;4269
19300;4267
19330;4266
19667;4252
19802;4251
19832;4242
19877;4241
19891;4237
19924;4235
19959;4234
20298;4233
20365;4231
20623;4229
20729;4228
21007;4227
21084;4224
21173;4223
21306;4219
21402;4214
21491;4213
21608;4206
21637;4205
21846;4204
22311;4200
22373;4199
22404;4194
22543;4188
22695;4181
22768;4180
22871;4178
22904;4177
22990;4176
23035;4175
23140;4174
23249;4171
23381;4169
23887;4160
24041;4153
24248;4151
24728;4147
24802;4146
24817;4144
24876;4140
25088;4135
25149;4132
25378;4131
25704;4130
25719;4126
25806;4124
25975;4123
26037;4122
26297;4121
26575;4120
27004;4116
27096;4115
27236;4111
27266;4106
27394;4105
27571;4096
27631;4095
27779;4094
27867;4090
28024;4089
28096;4088
28186;4087
28276;4086
28592;4078
28622;4070
28651;4069
28666;4067
28755;4058
29118;4055
29940;4044
30180;4042
30634;4037
30813;4035
30902;4033
31303;4032
31578;4031
31906;4030
32071;4020
32101;4016
32276;4005
32341;4004
32397;4003
32481;4002
33230;3995
33259;3993
33437;3988
33482;3987
34185;3986
34407;3985
34532;3984
34719;3978
34750;3977
34780;3976
34809;3975
34855;3968
34915;3966
35007;3964
35053;3963
35126;3961
35229;3960
35376;3959
35435;3955
35478;3949
35554;3948
35569;3946
35615;3943
35661;3942
35868;3941
36002;3940
36124;3938
36277;3936
36321;3934
36441;3931
36485;3929
36559;3927
37053;3922
37097;3921
37112;3919
37127;3918
37250;3914
37324;3913
37575;3912
37665;3911
37725;3910
37740;3909
37771;3908
37787;3902
37876;3897
38949;3895
39053;3891
39185;3889
39285;3886
39831;3877
41306;3871
41689;3870
41851;3869
41991;3868
