8;7246
17;7225
25;7179
34;7155
42;7142
50;7136
59;7078
83;7009
92;6969
100;6883
124;6859
133;6833
149;6775
191;6765
201;6753
210;6670
262;6658
270;6638
278;6592
302;6577
318;6565
326;6514
350;6497
358;6405
399;6383
423;6291
480;6164
536;6091
568;6054
600;6039
609;6017
624;5980
640;5940
656;5807
728;5784
744;5771
752;5743
801;5732
817;5659
841;5652
866;5620
890;5619
907;5615
915;5566
948;5554
956;5524
997;5480
1022;5460
1054;5395
1095;5389
1103;5361
1111;5345
1159;5328
1183;5312
1199;5303
1216;5297
1241;5269
1249;5227
1306;5216
1331;5209
1347;5200
1364;5198
1372;5175
1396;5167
1412;5158
1420;5152
1460;5148
1485;5138
1533;5119
1541;5092
1549;5080
1613;5066
1629;5064
1660;5060
1700;5052
1724;5035
1739;5030
1763;5026
1786;5014
1802;4955
1897;4949
1960;4928
1983;4927
1998;4924
2030;4909
2073;4907
2080;4906
2088;4887
2104;4879
2150;4876
2158;4858
2173;4852
2181;4845
2206;4840
2214;4835
2253;4812
2277;4805
2285;4795
2301;4791
2373;4782
2397;4760
2405;4750
2412;4748
2420;4744
2468;4739
2475;4738
2483;4705
2524;4702
2532;4682
2585;4680
2619;4676
2643;4669
2667;4658
2711;4649
2750;4637
2829;4636
2837;4634
2861;4618
2884;4611
2900;4602
2939;4600
2955;4592
2962;4590
3002;4582
3025;4580
3033;4564
3104;4558
3127;4555
3143;4552
3151;4547
3174;4546
3190;4544
3206;4529
3246;4528
3271;4520
3278;4511
3294;4501
3344;4494
3400;4486
3432;4485
3440;4478
3464;4457
3544;4452
3568;4448
3576;4438
3663;4426
3749;4425
3756;4419
3783;4415
3792;4407
3848;4405
3856;4394
3864;4389
3872;4385
3902;4383
3972;4375
4010;4369
4034;4367
4049;4357
4088;4353
4111;4352
4165;4337
4204;4335
4219;4312
4312;4310
4327;4299
4335;4294
4351;4292
4359;4289
4414;4287
4422;4286
4453;4279
4500;4276
4516;4268
4550;4267
4568;4264
4594;4257
4625;4256
4633;4254
4672;4246
4779;4245
4803;4234
4858;4216
4889;4196
4943;4188
4950;4183
4997;4181
5036;4179
5044;4178
5052;4168
5121;4166
5129;4155
5176;4151
5216;4146
5239;4139
5271;4138
5325;4130
5356;4126
5426;4125
5457;4123
5466;4118
5473;4112
5481;4111
5489;4109
5520;4105
5536;4102
5600;4097
5627;4092
5636;4085
5690;4081
5698;4079
5736;4078
5752;4075
5759;4074
5797;4068
5836;4061
5874;4059
5936;4056
5943;4055
6006;4052
6024;4051
6063;4047
6078;4044
6093;4041
6140;4035
6170;4032
6216;4029
6239;4018
6308;4017
6339;4013
6392;4009
6415;4002
6438;3992
6517;3986
6525;3985
6533;3983
6580;3981
6605;3969
6646;3960
6724;3957
6786;3946
6825;3940
6880;3938
6888;3937
6912;3929
6944;3928
6960;3922
7006;3919
7030;3917
7054;3915
7070;3906
7113;3904
7122;3901
7130;3892
7146;3890
7169;3879
7217;3871
7326;3869
7334;3865
7350;3864
7358;3861
7373;3855
7436;3842
7537;3839
7560;3837
7617;3833
7643;3827
7660;3823
7683;3822
7770;3818
7779;3817
7796;3814
7828;3806
7898;3803
7931;3794
8060;3788
8092;3785
8149;3780
8197;3774
8276;3768
8292;3767
8308;3764
8341;3759
8373;3757
8423;3756
8439;3749
8454;3748
8462;3747
8494;3746
8533;3745
8557;3738
8572;3736
8597;3735
8637;3734
8668;3728
8755;3724
8771;3721
8787;3720
8818;3715
8836;3713
8854;3706
8926;3700
8996;3697
9022;3692
9063;3690
9111;3689
9159;3681
9207;3674
9264;3673
9271;3664
9435;3663
9466;3662
9474;3659
9498;3657
9514;3652
9576;3647
9649;3643
9721;3634
9745;3631
9800;3630
9854;3625
9892;3620
9961;3616
9977;3610
9993;3608
10000;3599
10040;3595
10128;3594
10136;3591
10143;3588
10182;3587
10222;3574
10230;3567
10332;3566
10356;3564
10421;3562
10461;3558
10484;3555
10516;3553
10555;3547
10594;3544
10632;3543
10655;3538
10670;3535
10736;3532
10777;3517
10884;3513
10899;3504
10987;3503
11050;3502
11066;3496
11082;3494
11121;3489
11153;3488
11177;3484
11262;3481
11270;3478
11285;3475
11308;3469
11433;3464
11448;3459
11471;3453
11581;3451
11596;3445
11635;3442
11754;3439
11779;3438
11787;3433
11819;3427
11866;3419
11912;3416
11967;3414
11975;3412
12039;3404
12047;3403
12111;3399
12150;3397
12158;3393
12197;3392
12205;3389
12237;3383
12245;3376
12332;3366
12466;3364
12497;3358
12513;3356
12552;3354
12639;3350
12655;3349
12662;3344
12693;3343
12733;3333
12789;3332
12821;3330
12845;3329
12869;3325
12877;3324
12924;3316
13086;3311
13149;3309
13257;3307
13281;3302
13359;3296
13367;3294
13452;3290
13490;3289
13537;3287
13625;3282
13643;3278
13682;3274
13815;3271
13822;3262
13916;3260
14002;3258
14081;3256
14089;3254
14123;3253
14202;3252
14286;3251
14317;3243
14332;3241
14401;3239
